5.000,-2.000,-2.000,-2.000,2.500,4.000
6.180,4.903,3.842,4.547,2.932,5.400
6.111,4.004,4.348,4.383,3.011,4.877
6.144,4.221,4.501,3.835,3.004,4.702
6.140,4.158,4.554,3.854,2.999,4.713
6.140,4.159,4.556,3.851,2.999,4.712
